	bus	Pg	Qg	Qmax	Qmin	Vg	mBase	status	Pmax	Pmin	Pc1	Pc2	Qc1min	Qc1max	Qc2min	Qc2max	ramp_agc	ramp_10	ramp_30	ramp_q	apf	mu_Pmax	mu_Pmin	mu_Qmax	mu_Qmin
	51689	2.33	0.8	1.09	-0.28	1.0045	2.8	1	2.33	1.12	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51690	2.33	0.69	1.09	-0.28	1.0045	2.8	1	2.33	1.09	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51690	2.33	0.69	1.09	-0.28	1.0045	2.8	1	2.33	0.39	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51691	2.33	-0.28	1.09	-0.28	1.031	2.8	1	2.33	0.37	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51691	2.33	-0.28	1.09	-0.28	1.031	2.8	1	2.33	0.46	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51694	6.49	-0.72	3.31	-0.72	1.0425	7.8	1	6.5	2.06	0	0	0	0	0	0	0	0	0	0	6.5	0.0000	0.0000	0.0000	0.0000
	51694	6.49	-0.72	3.31	-0.72	1.0425	7.8	1	6.5	2.19	0	0	0	0	0	0	0	0	0	0	6.5	0.0000	0.0000	0.0000	0.0000
	51695	6.49	-0.1	3.31	-0.72	1.049	7.8	1	6.5	2.26	0	0	0	0	0	0	0	0	0	0	6.5	0.0000	0.0000	0.0000	0.0000
	51695	6.49	-0.1	3.31	-0.72	1.049	7.8	1	6.5	1.15	0	0	0	0	0	0	0	0	0	0	6.5	0.0000	0.0000	0.0000	0.0000
	51699	2.1	-0.15	0.45	-0.3	1.015	2.52	1	2.1	0.42	0	0	0	0	0	0	0	0	0	0	2.1	0.0000	0.0000	0.0000	0.0000
	51699	1.35	-0.15	0.29	-0.19	1.015	1.62	1	1.35	0.56	0	0	0	0	0	0	0	0	0	0	1.35	0.0000	0.0000	0.0000	0.0000
	51700	1.35	-0.19	0.29	-0.19	1.0145	1.62	1	1.35	0.27	0	0	0	0	0	0	0	0	0	0	1.35	0.0000	0.0000	0.0000	0.0000
	51701	1.35	-0.15	0.29	-0.19	1.0145	1.62	1	1.35	0.41	0	0	0	0	0	0	0	0	0	0	1.35	0.0000	0.0000	0.0000	0.0000
	51701	1.35	-0.15	0.29	-0.19	1.0145	1.62	1	1.35	0.49	0	0	0	0	0	0	0	0	0	0	1.35	0.0000	0.0000	0.0000	0.0000
	51706	2	0.93	0.93	-0.24	1.05	2.4	1	2	0.71	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	51706	2	0.93	0.93	-0.24	1.05	2.4	1	2	0.84	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	51707	2	0.93	0.93	-0.24	1.05	2.4	1	2	0.29	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	51713	155.75	16.39	79.37	-17.31	1.0479	187.12	1	155.93	70.17	0	0	0	0	0	0	0	0	0	0	155.9333	0.0000	0.0000	0.0000	0.0000
	51714	155.75	49.9	79.37	-17.31	1.05	187.12	1	155.93	37.55	0	0	0	0	0	0	0	0	0	0	155.9333	0.0000	0.0000	0.0000	0.0000
	51715	155.75	29.85	79.37	-17.31	1.05	187.12	1	155.93	75.38	0	0	0	0	0	0	0	0	0	0	155.9333	0.0000	0.0000	0.0000	0.0000
	51719	1.7	-0.24	0.36	-0.24	1.012	2.04	1	1.7	0.5	0	0	0	0	0	0	0	0	0	0	1.7	0.0000	0.0000	0.0000	0.0000
	51719	1.7	-0.24	0.36	-0.24	1.012	2.04	1	1.7	0.55	0	0	0	0	0	0	0	0	0	0	1.7	0.0000	0.0000	0.0000	0.0000
	51720	1.7	-0.23	0.36	-0.24	1.012	2.04	1	1.7	0.66	0	0	0	0	0	0	0	0	0	0	1.7	0.0000	0.0000	0.0000	0.0000
	51720	1.7	-0.23	0.36	-0.24	1.012	2.04	1	1.7	0.43	0	0	0	0	0	0	0	0	0	0	1.7	0.0000	0.0000	0.0000	0.0000
	51721	0	0	0.36	-0.24	1.04	2.04	0	1.7	0.23	0	0	0	0	0	0	0	0	0	0	1.7	0.0000	0.0000	0.0000	0.0000
	51724	17.98	7.39	9.16	-2	1.044	21.6	1	18	2.88	0	0	0	0	0	0	0	0	0	0	18	0.0000	0.0000	0.0000	0.0000
	51724	17.98	7.39	9.16	-2	1.044	21.6	1	18	3.17	0	0	0	0	0	0	0	0	0	0	18	0.0000	0.0000	0.0000	0.0000
	51724	17.98	7.39	9.16	-2	1.044	21.6	1	18	2.82	0	0	0	0	0	0	0	0	0	0	18	0.0000	0.0000	0.0000	0.0000
	51724	17.98	7.39	9.16	-2	1.044	21.6	1	18	8.17	0	0	0	0	0	0	0	0	0	0	18	0.0000	0.0000	0.0000	0.0000
	51731	0	0	31.69	-21.43	1.0428	178.56	0	148.8	72.75	0	0	0	0	0	0	0	0	0	0	148.8	0.0000	0.0000	0.0000	0.0000
	51737	200.76	-28.94	42.81	-28.94	1.041	241.2	1	201	75.67	0	0	0	0	0	0	0	0	0	0	201	0.0000	0.0000	0.0000	0.0000
	51740	0	0	0.51	-0.11	1.04	1.2	0	1	0.28	0	0	0	0	0	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000
	51740	2.36	-0.26	1.2	-0.26	1.04	2.83	1	2.36	0.25	0	0	0	0	0	0	0	0	0	0	2.36	0.0000	0.0000	0.0000	0.0000
	51740	2.36	-0.26	1.2	-0.26	1.04	2.83	1	2.36	0.9	0	0	0	0	0	0	0	0	0	0	2.36	0.0000	0.0000	0.0000	0.0000
	51740	2.36	-0.26	1.2	-0.26	1.04	2.83	1	2.36	0.37	0	0	0	0	0	0	0	0	0	0	2.36	0.0000	0.0000	0.0000	0.0000
	51740	2.36	-0.26	1.2	-0.26	1.04	2.83	1	2.36	0.67	0	0	0	0	0	0	0	0	0	0	2.36	0.0000	0.0000	0.0000	0.0000
	51740	2.36	-0.26	1.2	-0.26	1.04	2.83	1	2.36	1.09	0	0	0	0	0	0	0	0	0	0	2.36	0.0000	0.0000	0.0000	0.0000
	51745	167.05	28.94	85.13	-18.56	1.0521	200.7	1	167.25	81.78	0	0	0	0	0	0	0	0	0	0	167.25	0.0000	0.0000	0.0000	0.0000
	51746	167.05	14.72	85.13	-18.56	1.0495	200.7	1	167.25	41.63	0	0	0	0	0	0	0	0	0	0	167.25	0.0000	0.0000	0.0000	0.0000
	51753	1.8	-0.22	0.84	-0.22	1.04	2.16	1	1.8	0.89	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	51754	1.8	-0.22	0.84	-0.22	1.04	2.16	1	1.8	0.53	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	51756	1.8	-0.22	0.84	-0.22	1.04	2.16	1	1.8	0.72	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	51757	1.8	-0.22	0.84	-0.22	1.04	2.16	1	1.8	0.48	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	51759	1.8	-0.22	0.84	-0.22	1.038	2.16	1	1.8	0.39	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	51763	1.9	-0.27	0.4	-0.27	1.04	2.28	1	1.9	0.21	0	0	0	0	0	0	0	0	0	0	1.9	0.0000	0.0000	0.0000	0.0000
	51763	1.9	-0.27	0.4	-0.27	1.04	2.28	1	1.9	0.34	0	0	0	0	0	0	0	0	0	0	1.9	0.0000	0.0000	0.0000	0.0000
	51764	0.8	-0.12	0.17	-0.12	1.04	0.96	1	0.8	0.24	0	0	0	0	0	0	0	0	0	0	0.8	0.0000	0.0000	0.0000	0.0000
	51765	0.8	-0.12	0.17	-0.12	1.04	0.96	1	0.8	0.37	0	0	0	0	0	0	0	0	0	0	0.8	0.0000	0.0000	0.0000	0.0000
	51771	205.25	29.98	43.77	-29.59	1.0327	246.6	1	205.5	97.96	0	0	0	0	0	0	0	0	0	0	205.5	0.0000	0.0000	0.0000	0.0000
	51774	0	0	0.89	-0.6	1.04	5.04	0	4.2	1.5	0	0	0	0	0	0	0	0	0	0	4.2	0.0000	0.0000	0.0000	0.0000
	51777	8.79	4.1	4.1	-1.07	1.0525	10.56	1	8.8	1.35	0	0	0	0	0	0	0	0	0	0	8.8	0.0000	0.0000	0.0000	0.0000
	51779	2.2	1.03	1.03	-0.27	1.04	2.64	1	2.2	0.99	0	0	0	0	0	0	0	0	0	0	2.2	0.0000	0.0000	0.0000	0.0000
	51779	2.2	1.03	1.03	-0.27	1.04	2.64	1	2.2	0.55	0	0	0	0	0	0	0	0	0	0	2.2	0.0000	0.0000	0.0000	0.0000
	51779	2.2	1.03	1.03	-0.27	1.04	2.64	1	2.2	0.76	0	0	0	0	0	0	0	0	0	0	2.2	0.0000	0.0000	0.0000	0.0000
	51782	19.98	4.26	4.26	-2.88	1.0435	24	1	20	7.12	0	0	0	0	0	0	0	0	0	0	20	0.0000	0.0000	0.0000	0.0000
	51783	0	0	0.43	-0.29	1.042	2.4	0	2	0.95	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	51783	2	-0.29	0.43	-0.29	1.042	2.4	1	2	0.26	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	51791	46.74	23.82	23.82	-5.19	1.0575	56.16	1	46.8	18.84	0	0	0	0	0	0	0	0	0	0	46.8	0.0000	0.0000	0.0000	0.0000
	51791	46.74	23.82	23.82	-5.19	1.0575	56.16	1	46.8	16.02	0	0	0	0	0	0	0	0	0	0	46.8	0.0000	0.0000	0.0000	0.0000
	51792	46.74	23.82	23.82	-5.19	1.06	56.16	1	46.8	18.24	0	0	0	0	0	0	0	0	0	0	46.8	0.0000	0.0000	0.0000	0.0000
	51793	46.74	23.82	23.82	-5.19	1.055	56.16	1	46.8	15.47	0	0	0	0	0	0	0	0	0	0	46.8	0.0000	0.0000	0.0000	0.0000
	51793	46.74	23.82	23.82	-5.19	1.055	56.16	1	46.8	5.45	0	0	0	0	0	0	0	0	0	0	46.8	0.0000	0.0000	0.0000	0.0000
	51794	46.74	23.82	23.82	-5.19	1.075	56.16	1	46.8	5.99	0	0	0	0	0	0	0	0	0	0	46.8	0.0000	0.0000	0.0000	0.0000
	51798	0	0	64.49	-16.88	1.04	166.08	0	138.4	20.2	0	0	0	0	0	0	0	0	0	0	138.4	0.0000	0.0000	0.0000	0.0000
	51799	0	0	64.49	-16.88	1.04	166.08	0	138.4	65.55	0	0	0	0	0	0	0	0	0	0	138.4	0.0000	0.0000	0.0000	0.0000
	51806	4	1.86	1.86	-0.49	1.0525	4.8	1	4	1.36	0	0	0	0	0	0	0	0	0	0	4	0.0000	0.0000	0.0000	0.0000
	51806	4	1.86	1.86	-0.49	1.0525	4.8	1	4	0.74	0	0	0	0	0	0	0	0	0	0	4	0.0000	0.0000	0.0000	0.0000
	51807	2	0.93	0.93	-0.24	1.05	2.4	1	2	0.61	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	51812	6.58	0.55	3.07	-0.8	1.04	7.9	1	6.58	3.18	0	0	0	0	0	0	0	0	0	0	6.5833	0.0000	0.0000	0.0000	0.0000
	51813	6.58	0.55	3.07	-0.8	1.04	7.9	1	6.58	1.58	0	0	0	0	0	0	0	0	0	0	6.5833	0.0000	0.0000	0.0000	0.0000
	51815	6.58	3.07	3.07	-0.8	1.055	7.9	1	6.58	2.85	0	0	0	0	0	0	0	0	0	0	6.5833	0.0000	0.0000	0.0000	0.0000
	51815	6.58	3.07	3.07	-0.8	1.055	7.9	1	6.58	1.15	0	0	0	0	0	0	0	0	0	0	6.5833	0.0000	0.0000	0.0000	0.0000
	51816	6.58	-0.24	3.07	-0.8	1.027	7.9	1	6.58	2.73	0	0	0	0	0	0	0	0	0	0	6.5833	0.0000	0.0000	0.0000	0.0000
	51816	6.58	-0.24	3.07	-0.8	1.027	7.9	1	6.58	1.98	0	0	0	0	0	0	0	0	0	0	6.5833	0.0000	0.0000	0.0000	0.0000
	51822	205.25	14.5	43.77	-29.59	1.0619	246.6	1	205.5	29.65	0	0	0	0	0	0	0	0	0	0	205.5	0.0000	0.0000	0.0000	0.0000
	51828	46.49	-5.17	23.69	-5.17	1.04	55.86	1	46.55	20.34	0	0	0	0	0	0	0	0	0	0	46.55	0.0000	0.0000	0.0000	0.0000
	51829	46.49	-5.17	23.69	-5.17	1.04	55.86	1	46.55	19.39	0	0	0	0	0	0	0	0	0	0	46.55	0.0000	0.0000	0.0000	0.0000
	51834	9.99	-1.44	2.13	-1.44	1.038	12	1	10	1.88	0	0	0	0	0	0	0	0	0	0	10	0.0000	0.0000	0.0000	0.0000
	51837	1.5	-0.22	0.32	-0.22	1.038	1.8	1	1.5	0.19	0	0	0	0	0	0	0	0	0	0	1.5	0.0000	0.0000	0.0000	0.0000
	51837	2.5	-0.36	0.53	-0.36	1.038	3	1	2.5	0.97	0	0	0	0	0	0	0	0	0	0	2.5	0.0000	0.0000	0.0000	0.0000
	51837	2.5	-0.36	0.53	-0.36	1.038	3	1	2.5	0.7	0	0	0	0	0	0	0	0	0	0	2.5	0.0000	0.0000	0.0000	0.0000
	51843	103.38	22.05	22.05	-14.9	1.046	124.2	1	103.5	28.43	0	0	0	0	0	0	0	0	0	0	103.5	0.0000	0.0000	0.0000	0.0000
	51844	1.3	0.28	0.28	-0.19	1.046	1.56	1	1.3	0.26	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51847	50.94	-7.34	10.86	-7.34	1.0425	61.2	1	51	15.4	0	0	0	0	0	0	0	0	0	0	51	0.0000	0.0000	0.0000	0.0000
	51849	56.63	19.41	26.42	-6.92	1.035	68.04	1	56.7	15.76	0	0	0	0	0	0	0	0	0	0	56.7	0.0000	0.0000	0.0000	0.0000
	51849	56.63	19.41	26.42	-6.92	1.035	68.04	1	56.7	6.97	0	0	0	0	0	0	0	0	0	0	56.7	0.0000	0.0000	0.0000	0.0000
	51849	56.63	19.41	26.42	-6.92	1.035	68.04	1	56.7	20.65	0	0	0	0	0	0	0	0	0	0	56.7	0.0000	0.0000	0.0000	0.0000
	51849	56.63	19.41	26.42	-6.92	1.035	68.04	1	56.7	15.65	0	0	0	0	0	0	0	0	0	0	56.7	0.0000	0.0000	0.0000	0.0000
	51850	0	0	0.75	-0.2	1.04	1.92	0	1.6	0.64	0	0	0	0	0	0	0	0	0	0	1.6	0.0000	0.0000	0.0000	0.0000
	51856	201.06	39.9	42.88	-28.99	1.0165	241.56	1	201.3	53.69	0	0	0	0	0	0	0	0	0	0	201.3	0.0000	0.0000	0.0000	0.0000
	51859	2.74	-0.13	1.05	-0.13	1.038	3.29	1	2.74	0.42	0	0	0	0	0	0	0	0	0	0	2.74	0.0000	0.0000	0.0000	0.0000
	51860	2.74	1.05	1.05	-0.13	1.04	3.29	1	2.74	1.22	0	0	0	0	0	0	0	0	0	0	2.74	0.0000	0.0000	0.0000	0.0000
	51861	2.74	1.05	1.05	-0.13	1.04	3.29	1	2.74	1.05	0	0	0	0	0	0	0	0	0	0	2.74	0.0000	0.0000	0.0000	0.0000
	51863	0	0	1.05	-0.13	1.04	3.29	0	2.74	1	0	0	0	0	0	0	0	0	0	0	2.74	0.0000	0.0000	0.0000	0.0000
	51864	2.74	1.05	1.05	-0.13	1.04	3.29	1	2.74	0.85	0	0	0	0	0	0	0	0	0	0	2.74	0.0000	0.0000	0.0000	0.0000
	51868	2	-0.29	0.43	-0.29	1.04	2.4	1	2	0.23	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	51868	2.1	-0.3	0.45	-0.3	1.04	2.52	1	2.1	0.94	0	0	0	0	0	0	0	0	0	0	2.1	0.0000	0.0000	0.0000	0.0000
	51868	2.1	-0.3	0.45	-0.3	1.04	2.52	1	2.1	0.84	0	0	0	0	0	0	0	0	0	0	2.1	0.0000	0.0000	0.0000	0.0000
	51870	0.83	0.32	0.32	-0.04	1.04	1	1	0.83	0.4	0	0	0	0	0	0	0	0	0	0	0.8333	0.0000	0.0000	0.0000	0.0000
	51870	0	0	0.32	-0.04	1.04	1	0	0.83	0.25	0	0	0	0	0	0	0	0	0	0	0.8333	0.0000	0.0000	0.0000	0.0000
	51870	1.3	0.5	0.5	-0.06	1.04	1.56	1	1.3	0.17	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51870	1.3	0.5	0.5	-0.06	1.04	1.56	1	1.3	0.22	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51870	0	0	0.84	-0.11	1.04	2.64	0	2.2	0.33	0	0	0	0	0	0	0	0	0	0	2.2	0.0000	0.0000	0.0000	0.0000
	51870	2.2	0.84	0.84	-0.11	1.04	2.64	1	2.2	0.92	0	0	0	0	0	0	0	0	0	0	2.2	0.0000	0.0000	0.0000	0.0000
	51871	0.3	0.12	0.12	-0.01	1.04	0.36	1	0.3	0.06	0	0	0	0	0	0	0	0	0	0	0.3	0.0000	0.0000	0.0000	0.0000
	51872	0.83	0.32	0.32	-0.04	1.04	1	1	0.83	0.41	0	0	0	0	0	0	0	0	0	0	0.8333	0.0000	0.0000	0.0000	0.0000
	51878	199.76	42.6	42.6	-28.8	1.0505	240	1	200	82.21	0	0	0	0	0	0	0	0	0	0	200	0.0000	0.0000	0.0000	0.0000
	51881	8.79	4.1	4.1	-1.07	1.04	10.56	1	8.8	3.4	0	0	0	0	0	0	0	0	0	0	8.8	0.0000	0.0000	0.0000	0.0000
	51886	0	0	134.89	-29.41	1.041	318	0	265	62.44	0	0	0	0	0	0	0	0	0	0	265	0.0000	0.0000	0.0000	0.0000
	51887	264.68	53.04	134.89	-29.41	1.0457	318	1	265	115.03	0	0	0	0	0	0	0	0	0	0	265	0.0000	0.0000	0.0000	0.0000
	51893	140.54	136.34	383.56	-100.42	1.0556	987.72	1	823.1	140.53	0	0	0	0	0	0	0	0	0	0	823.1	0.0000	0.0000	0.0000	0.0000
	51894	164.4	136.34	383.56	-100.42	1.0547	987.72	1	823.1	164.39	0	0	0	0	0	0	0	0	0	0	823.1	0.0000	0.0000	0.0000	0.0000
	51895	0	0	383.56	-100.42	1.041	987.72	0	823.1	399.41	0	0	0	0	0	0	0	0	0	0	823.1	0.0000	0.0000	0.0000	0.0000
	51901	100.38	21.41	21.41	-14.47	1.046	120.6	1	100.5	42.96	0	0	0	0	0	0	0	0	0	0	100.5	0.0000	0.0000	0.0000	0.0000
	51906	29.96	-4.32	6.39	-4.32	1.036	36	1	30	4.87	0	0	0	0	0	0	0	0	0	0	30	0.0000	0.0000	0.0000	0.0000
	51907	0	0	0.28	-0.19	1.04	1.56	0	1.3	0.18	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51911	2.4	-0.27	1.22	-0.27	1.038	2.88	1	2.4	1.12	0	0	0	0	0	0	0	0	0	0	2.4	0.0000	0.0000	0.0000	0.0000
	51912	2.4	-0.27	1.22	-0.27	1.038	2.88	1	2.4	0.44	0	0	0	0	0	0	0	0	0	0	2.4	0.0000	0.0000	0.0000	0.0000
	51917	0	0	31.95	-21.6	1.04	180	0	150	39.28	0	0	0	0	0	0	0	0	0	0	150	0.0000	0.0000	0.0000	0.0000
	51924	11.99	-1.5	2.56	-1.73	1.04	14.4	1	12	3.56	0	0	0	0	0	0	0	0	0	0	12	0.0000	0.0000	0.0000	0.0000
	51925	11.99	-1.5	2.56	-1.73	1.04	14.4	1	12	2.71	0	0	0	0	0	0	0	0	0	0	12	0.0000	0.0000	0.0000	0.0000
	51929	98.78	21.07	21.07	-14.24	1.043	118.68	1	98.9	37.23	0	0	0	0	0	0	0	0	0	0	98.9	0.0000	0.0000	0.0000	0.0000
	51935	98.88	-14.26	21.09	-14.26	1.034	118.8	1	99	17.76	0	0	0	0	0	0	0	0	0	0	99	0.0000	0.0000	0.0000	0.0000
	51938	25.27	-3.64	5.39	-3.64	1.04	30.36	1	25.3	11.97	0	0	0	0	0	0	0	0	0	0	25.3	0.0000	0.0000	0.0000	0.0000
	51943	1.3	-0.19	0.28	-0.19	1.04	1.56	1	1.3	0.64	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51944	0	0	0.28	-0.19	1.04	1.56	0	1.3	0.38	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51946	35.96	-5.18	7.67	-5.18	1.0405	43.2	1	36	9.46	0	0	0	0	0	0	0	0	0	0	36	0.0000	0.0000	0.0000	0.0000
	51950	2.25	1.05	1.05	-0.27	1.0475	2.7	1	2.25	0.98	0	0	0	0	0	0	0	0	0	0	2.25	0.0000	0.0000	0.0000	0.0000
	51950	2.25	1.05	1.05	-0.27	1.0475	2.7	1	2.25	0.62	0	0	0	0	0	0	0	0	0	0	2.25	0.0000	0.0000	0.0000	0.0000
	51951	2.25	1.05	1.05	-0.27	1.045	2.7	1	2.25	0.48	0	0	0	0	0	0	0	0	0	0	2.25	0.0000	0.0000	0.0000	0.0000
	51951	2.25	1.05	1.05	-0.27	1.045	2.7	1	2.25	0.52	0	0	0	0	0	0	0	0	0	0	2.25	0.0000	0.0000	0.0000	0.0000
	51955	2	1.02	1.02	-0.22	1.04	2.4	1	2	0.7	0	0	0	0	0	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000
	51956	3.76	1.2	1.92	-0.42	1.04	4.52	1	3.77	1.46	0	0	0	0	0	0	0	0	0	0	3.7667	0.0000	0.0000	0.0000	0.0000
	51958	3.76	-0.33	1.92	-0.42	1.0365	4.52	1	3.77	1.48	0	0	0	0	0	0	0	0	0	0	3.7667	0.0000	0.0000	0.0000	0.0000
	51958	3.76	-0.33	1.92	-0.42	1.0365	4.52	1	3.77	1.24	0	0	0	0	0	0	0	0	0	0	3.7667	0.0000	0.0000	0.0000	0.0000
	51961	10.39	-1.5	2.22	-1.5	1.0405	12.48	1	10.4	2.71	0	0	0	0	0	0	0	0	0	0	10.4	0.0000	0.0000	0.0000	0.0000
	51963	2.5	-0.3	1.16	-0.3	1.038	3	1	2.5	1.2	0	0	0	0	0	0	0	0	0	0	2.5	0.0000	0.0000	0.0000	0.0000
	51963	2.5	-0.3	1.16	-0.3	1.038	3	1	2.5	0.27	0	0	0	0	0	0	0	0	0	0	2.5	0.0000	0.0000	0.0000	0.0000
	51964	1.8	-0.22	0.84	-0.22	1.04	2.16	1	1.8	0.48	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	51965	1.8	-0.22	0.84	-0.22	1.04	2.16	1	1.8	0.34	0	0	0	0	0	0	0	0	0	0	1.8	0.0000	0.0000	0.0000	0.0000
	51973	107.07	3.33	22.83	-15.44	1.045	128.64	1	107.2	19.99	0	0	0	0	0	0	0	0	0	0	107.2	0.0000	0.0000	0.0000	0.0000
	51974	1.3	0.28	0.28	-0.19	1.0445	1.56	1	1.3	0.17	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51974	1.3	0.28	0.28	-0.19	1.0445	1.56	1	1.3	0.46	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51975	1.3	-0.14	0.28	-0.19	1.0435	1.56	1	1.3	0.29	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51975	1.3	-0.14	0.28	-0.19	1.0435	1.56	1	1.3	0.27	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51976	0	0	0.28	-0.19	1.04	1.56	0	1.3	0.65	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51977	1.3	0.22	0.28	-0.19	1.0445	1.56	1	1.3	0.42	0	0	0	0	0	0	0	0	0	0	1.3	0.0000	0.0000	0.0000	0.0000
	51982	4	-0.58	0.85	-0.58	1.006	4.8	1	4	0.81	0	0	0	0	0	0	0	0	0	0	4	0.0000	0.0000	0.0000	0.0000
	51982	4	-0.58	0.85	-0.58	1.006	4.8	1	4	0.71	0	0	0	0	0	0	0	0	0	0	4	0.0000	0.0000	0.0000	0.0000
	51986	2.33	1.09	1.09	-0.28	1.04	2.8	1	2.33	1.04	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51987	2.33	1.09	1.09	-0.28	1.0425	2.8	1	2.33	0.76	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51987	2.33	1.09	1.09	-0.28	1.0425	2.8	1	2.33	0.69	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51988	2.33	1.09	1.09	-0.28	1.04	2.8	1	2.33	1.02	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51989	2.33	1.09	1.09	-0.28	1.0425	2.8	1	2.33	0.69	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51989	2.33	1.09	1.09	-0.28	1.0425	2.8	1	2.33	0.83	0	0	0	0	0	0	0	0	0	0	2.3333	0.0000	0.0000	0.0000	0.0000
	51993	17.98	0.99	8.39	-2.2	1.041	21.6	1	18	8.4	0	0	0	0	0	0	0	0	0	0	18	0.0000	0.0000	0.0000	0.0000
	51998	1.22	0.26	0.57	-0.15	1.0085	1.47	1	1.22	0.36	0	0	0	0	0	0	0	0	0	0	1.225	0.0000	0.0000	0.0000	0.0000
	51999	0	0	0.57	-0.15	1.04	1.47	0	1.22	0.49	0	0	0	0	0	0	0	0	0	0	1.225	0.0000	0.0000	0.0000	0.0000
	51999	0	0	0.57	-0.15	1.04	1.47	0	1.22	0.46	0	0	0	0	0	0	0	0	0	0	1.225	0.0000	0.0000	0.0000	0.0000
	52000	0	0	0.57	-0.15	1.04	1.47	0	1.22	0.57	0	0	0	0	0	0	0	0	0	0	1.225	0.0000	0.0000	0.0000	0.0000
	52005	141.58	25.52	72.15	-15.73	1.0439	170.1	1	141.75	28.74	0	0	0	0	0	0	0	0	0	0	141.75	0.0000	0.0000	0.0000	0.0000
	52006	141.58	44.79	72.15	-15.73	1.043	170.1	1	141.75	58.36	0	0	0	0	0	0	0	0	0	0	141.75	0.0000	0.0000	0.0000	0.0000
	52010	2.1	-0.3	0.45	-0.3	1.04	2.52	1	2.1	0.88	0	0	0	0	0	0	0	0	0	0	2.1	0.0000	0.0000	0.0000	0.0000
	52011	2.1	-0.3	0.45	-0.3	1.04	2.52	1	2.1	0.26	0	0	0	0	0	0	0	0	0	0	2.1	0.0000	0.0000	0.0000	0.0000
	52014	0	0	0.79	-0.21	1.04	2.04	0	1.7	0.7	0	0	0	0	0	0	0	0	0	0	1.7	0.0000	0.0000	0.0000	0.0000
	52014	2.1	-0.26	0.98	-0.26	1.04	2.52	1	2.1	0.6	0	0	0	0	0	0	0	0	0	0	2.1	0.0000	0.0000	0.0000	0.0000
	52014	2.1	-0.26	0.98	-0.26	1.04	2.52	1	2.1	0.98	0	0	0	0	0	0	0	0	0	0	2.1	0.0000	0.0000	0.0000	0.0000
	52015	0	0	0.79	-0.21	1.04	2.04	0	1.7	0.48	0	0	0	0	0	0	0	0	0	0	1.7	0.0000	0.0000	0.0000	0.0000
