,bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin
4965,32375,0.0,0.0,6.37,-0.81,1.04,19.92,0,16.6,2.15,0,0,0,0,0,0,0,0,0,0,16.6,0.0,0.0,0.0,0.0
4966,32377,16.58,-0.81,6.37,-0.81,1.036,19.92,1,16.6,5.12,0,0,0,0,0,0,0,0,0,0,16.6,0.0,0.0,0.0,0.0
4967,32384,273.32,44.15,146.23,-38.28,1.0053,376.56,1,313.8,113.28,0,0,0,0,0,0,0,0,0,0,313.8,0.0,0.0,0.0,0.0
4968,32385,277.15,44.15,146.23,-38.28,1.0052,376.56,1,313.8,132.43,0,0,0,0,0,0,0,0,0,0,313.8,0.0,0.0,0.0,0.0
4969,32386,261.97,44.15,146.23,-38.28,1.0042,376.56,1,313.8,56.52,0,0,0,0,0,0,0,0,0,0,313.8,0.0,0.0,0.0,0.0
4970,32387,313.43,44.15,146.23,-38.28,1.0051,376.56,1,313.8,40.68,0,0,0,0,0,0,0,0,0,0,313.8,0.0,0.0,0.0,0.0
4971,32390,39.85,15.32,15.32,-1.96,1.04,47.88,1,39.9,18.71,0,0,0,0,0,0,0,0,0,0,39.9,0.0,0.0,0.0,0.0
4972,32390,39.85,15.32,15.32,-1.96,1.04,47.88,1,39.9,11.68,0,0,0,0,0,0,0,0,0,0,39.9,0.0,0.0,0.0,0.0
4973,32390,39.85,15.32,15.32,-1.96,1.04,47.88,1,39.9,9.39,0,0,0,0,0,0,0,0,0,0,39.9,0.0,0.0,0.0,0.0
4974,32390,39.85,15.32,15.32,-1.96,1.04,47.88,1,39.9,17.92,0,0,0,0,0,0,0,0,0,0,39.9,0.0,0.0,0.0,0.0
4975,32393,0.0,0.0,9.16,-2.0,1.04,21.6,0,18.0,4.38,0,0,0,0,0,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0
4976,32396,0.0,0.0,11.06,-1.41,1.0405,34.56,0,28.8,3.11,0,0,0,0,0,0,0,0,0,0,28.8,0.0,0.0,0.0,0.0
4977,32396,28.77,11.06,11.06,-1.41,1.0405,34.56,1,28.8,11.93,0,0,0,0,0,0,0,0,0,0,28.8,0.0,0.0,0.0,0.0
4978,32398,0.0,0.0,0.0,0.0,1.04,5.04,0,4.2,1.98,0,0,0,0,0,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0
4979,32401,1.05,0.0,0.0,0.0,1.04,1.26,1,1.05,0.25,0,0,0,0,0,0,0,0,0,0,1.05,0.0,0.0,0.0,0.0
4980,32402,1.05,0.0,0.0,0.0,1.04,1.26,1,1.05,0.25,0,0,0,0,0,0,0,0,0,0,1.05,0.0,0.0,0.0,0.0
4981,32407,22.82,8.77,8.77,-1.12,1.04,27.42,1,22.85,6.95,0,0,0,0,0,0,0,0,0,0,22.85,0.0,0.0,0.0,0.0
4982,32408,22.82,8.77,8.77,-1.12,1.04,27.42,1,22.85,5.69,0,0,0,0,0,0,0,0,0,0,22.85,0.0,0.0,0.0,0.0
4983,32413,11.49,3.47,4.42,-0.56,1.0585,13.8,1,11.5,2.12,0,0,0,0,0,0,0,0,0,0,11.5,0.0,0.0,0.0,0.0
4984,32413,11.49,3.47,4.42,-0.56,1.0585,13.8,1,11.5,2.03,0,0,0,0,0,0,0,0,0,0,11.5,0.0,0.0,0.0,0.0
4985,32416,2.0,0.93,0.93,-0.24,1.0505,2.4,1,2.0,0.85,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
4986,32416,2.0,0.93,0.93,-0.24,1.0505,2.4,1,2.0,0.86,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
4987,32417,0.0,0.0,0.93,-0.24,1.04,2.4,0,2.0,0.95,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
4988,32417,0.0,0.0,0.93,-0.24,1.04,2.4,0,2.0,0.53,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
4989,32418,0.0,0.0,0.93,-0.24,1.04,2.4,0,2.0,0.22,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0
4990,32421,0.0,0.0,13.69,-3.58,1.038,35.26,0,29.38,11.28,0,0,0,0,0,0,0,0,0,0,29.3833,0.0,0.0,0.0,0.0
4991,32421,29.35,-3.58,13.69,-3.58,1.038,35.26,1,29.38,8.02,0,0,0,0,0,0,0,0,0,0,29.3833,0.0,0.0,0.0,0.0
4992,32421,29.35,-3.58,13.69,-3.58,1.038,35.26,1,29.38,10.91,0,0,0,0,0,0,0,0,0,0,29.3833,0.0,0.0,0.0,0.0
4993,32421,29.35,-3.58,13.69,-3.58,1.038,35.26,1,29.38,13.0,0,0,0,0,0,0,0,0,0,0,29.3833,0.0,0.0,0.0,0.0
4994,32421,29.35,-3.58,13.69,-3.58,1.038,35.26,1,29.38,5.16,0,0,0,0,0,0,0,0,0,0,29.3833,0.0,0.0,0.0,0.0
4995,32421,29.35,-3.58,13.69,-3.58,1.038,35.26,1,29.38,6.52,0,0,0,0,0,0,0,0,0,0,29.3833,0.0,0.0,0.0,0.0
4996,32423,29.66,11.4,11.4,-1.46,1.04,35.64,1,29.7,10.58,0,0,0,0,0,0,0,0,0,0,29.7,0.0,0.0,0.0,0.0
4997,32423,29.66,11.4,11.4,-1.46,1.04,35.64,1,29.7,10.27,0,0,0,0,0,0,0,0,0,0,29.7,0.0,0.0,0.0,0.0
4998,32427,52.14,10.93,20.04,-2.56,1.0,62.64,1,52.2,10.36,0,0,0,0,0,0,0,0,0,0,52.2,0.0,0.0,0.0,0.0
4999,32428,52.14,-2.56,20.04,-2.56,1.0,62.64,1,52.2,16.85,0,0,0,0,0,0,0,0,0,0,52.2,0.0,0.0,0.0,0.0
5000,32429,52.14,-2.56,20.04,-2.56,1.0,62.64,1,52.2,8.62,0,0,0,0,0,0,0,0,0,0,52.2,0.0,0.0,0.0,0.0
5001,32432,0.6,0.13,0.13,-0.09,1.04,0.72,1,0.6,0.14,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,0.0
5002,32432,0.0,0.0,0.13,-0.09,1.04,0.72,0,0.6,0.13,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,0.0
5003,32432,0.6,0.13,0.13,-0.09,1.04,0.72,1,0.6,0.28,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,0.0
5004,32435,103.34,51.42,52.66,-11.48,1.018,124.16,1,103.47,21.68,0,0,0,0,0,0,0,0,0,0,103.4667,0.0,0.0,0.0,0.0
5005,32436,103.34,50.03,52.66,-11.48,1.018,124.16,1,103.47,11.33,0,0,0,0,0,0,0,0,0,0,103.4667,0.0,0.0,0.0,0.0
5006,32437,103.34,50.81,52.66,-11.48,1.018,124.16,1,103.47,45.14,0,0,0,0,0,0,0,0,0,0,103.4667,0.0,0.0,0.0,0.0
5007,32438,103.34,48.72,52.66,-11.48,1.018,124.16,1,103.47,10.98,0,0,0,0,0,0,0,0,0,0,103.4667,0.0,0.0,0.0,0.0
5008,32439,103.34,48.72,52.66,-11.48,1.018,124.16,1,103.47,48.23,0,0,0,0,0,0,0,0,0,0,103.4667,0.0,0.0,0.0,0.0
5009,32440,103.34,50.05,52.66,-11.48,1.018,124.16,1,103.47,26.61,0,0,0,0,0,0,0,0,0,0,103.4667,0.0,0.0,0.0,0.0
5010,32443,38.28,14.72,14.72,-1.88,1.038,45.99,1,38.32,4.62,0,0,0,0,0,0,0,0,0,0,38.325,0.0,0.0,0.0,0.0
5011,32444,38.28,-1.88,14.72,-1.88,1.0365,45.99,1,38.32,6.31,0,0,0,0,0,0,0,0,0,0,38.325,0.0,0.0,0.0,0.0
5012,32445,38.28,14.72,14.72,-1.88,1.04,45.99,1,38.32,12.1,0,0,0,0,0,0,0,0,0,0,38.325,0.0,0.0,0.0,0.0
5013,32446,38.28,14.72,14.72,-1.88,1.04,45.99,1,38.32,9.76,0,0,0,0,0,0,0,0,0,0,38.325,0.0,0.0,0.0,0.0
5014,32454,0.0,0.0,442.7,-115.9,1.0352,1140.0,0,950.0,237.91,0,0,0,0,0,0,0,0,0,0,950.0,0.0,0.0,0.0,0.0
5015,32461,110.4,30.47,56.26,-12.27,1.0563,132.64,1,110.53,22.17,0,0,0,0,0,0,0,0,0,0,110.5333,0.0,0.0,0.0,0.0
5016,32462,110.4,41.58,56.26,-12.27,1.0515,132.64,1,110.53,29.22,0,0,0,0,0,0,0,0,0,0,110.5333,0.0,0.0,0.0,0.0
5017,32463,110.4,13.07,56.26,-12.27,1.0495,132.64,1,110.53,37.1,0,0,0,0,0,0,0,0,0,0,110.5333,0.0,0.0,0.0,0.0
5018,32464,110.4,16.43,56.26,-12.27,1.0495,132.64,1,110.53,20.51,0,0,0,0,0,0,0,0,0,0,110.5333,0.0,0.0,0.0,0.0
5019,32465,110.4,12.9,56.26,-12.27,1.0495,132.64,1,110.53,46.04,0,0,0,0,0,0,0,0,0,0,110.5333,0.0,0.0,0.0,0.0
5020,32466,110.4,16.65,56.26,-12.27,1.0495,132.64,1,110.53,47.82,0,0,0,0,0,0,0,0,0,0,110.5333,0.0,0.0,0.0,0.0
5021,32470,0.0,0.0,13.82,-1.76,1.04,43.2,0,36.0,10.34,0,0,0,0,0,0,0,0,0,0,36.0,0.0,0.0,0.0,0.0
5022,32471,35.96,8.6,13.82,-1.76,1.04,43.2,1,36.0,10.51,0,0,0,0,0,0,0,0,0,0,36.0,0.0,0.0,0.0,0.0
5023,32476,114.86,16.21,58.53,-12.76,1.045,138.0,1,115.0,40.83,0,0,0,0,0,0,0,0,0,0,115.0,0.0,0.0,0.0,0.0
5024,32477,114.86,18.63,58.53,-12.76,1.045,138.0,1,115.0,24.91,0,0,0,0,0,0,0,0,0,0,115.0,0.0,0.0,0.0,0.0
5025,32478,114.86,30.53,58.53,-12.76,1.045,138.0,1,115.0,32.82,0,0,0,0,0,0,0,0,0,0,115.0,0.0,0.0,0.0,0.0
5026,32479,114.86,16.04,58.53,-12.76,1.045,138.0,1,115.0,18.41,0,0,0,0,0,0,0,0,0,0,115.0,0.0,0.0,0.0,0.0
5027,32483,0.0,0.0,9.96,-1.27,1.0675,31.11,0,25.92,9.24,0,0,0,0,0,0,0,0,0,0,25.925,0.0,0.0,0.0,0.0
5028,32483,25.89,9.96,9.96,-1.27,1.0675,31.11,1,25.92,6.75,0,0,0,0,0,0,0,0,0,0,25.925,0.0,0.0,0.0,0.0
5029,32484,25.89,9.96,9.96,-1.27,1.0675,31.11,1,25.92,3.78,0,0,0,0,0,0,0,0,0,0,25.925,0.0,0.0,0.0,0.0
5030,32484,25.89,9.96,9.96,-1.27,1.0675,31.11,1,25.92,9.76,0,0,0,0,0,0,0,0,0,0,25.925,0.0,0.0,0.0,0.0
5031,32488,237.38,29.13,120.97,-26.38,1.0439,285.2,1,237.67,41.18,0,0,0,0,0,0,0,0,0,0,237.6667,0.0,0.0,0.0,0.0
5032,32489,237.38,23.95,120.97,-26.38,1.0405,285.2,1,237.67,36.56,0,0,0,0,0,0,0,0,0,0,237.6667,0.0,0.0,0.0,0.0
5033,32490,237.38,16.0,120.97,-26.38,1.0405,285.2,1,237.67,118.15,0,0,0,0,0,0,0,0,0,0,237.6667,0.0,0.0,0.0,0.0
5034,32491,237.38,29.13,120.97,-26.38,1.043,285.2,1,237.67,114.55,0,0,0,0,0,0,0,0,0,0,237.6667,0.0,0.0,0.0,0.0
5035,32492,237.38,17.07,120.97,-26.38,1.0405,285.2,1,237.67,78.16,0,0,0,0,0,0,0,0,0,0,237.6667,0.0,0.0,0.0,0.0
5036,32493,237.38,29.13,120.97,-26.38,1.0398,285.2,1,237.67,41.4,0,0,0,0,0,0,0,0,0,0,237.6667,0.0,0.0,0.0,0.0
5037,32497,28.77,11.06,11.06,-1.41,1.06,34.56,1,28.8,5.22,0,0,0,0,0,0,0,0,0,0,28.8,0.0,0.0,0.0,0.0
5038,32500,65.62,25.23,25.23,-3.22,1.04,78.84,1,65.7,19.45,0,0,0,0,0,0,0,0,0,0,65.7,0.0,0.0,0.0,0.0
5039,32500,65.62,25.23,25.23,-3.22,1.04,78.84,1,65.7,31.77,0,0,0,0,0,0,0,0,0,0,65.7,0.0,0.0,0.0,0.0
5040,32506,1219.04,-81.2,449.14,-100.08,1.0294,1464.6,1,1220.5,192.09,0,0,0,0,0,0,0,0,0,0,1220.5,0.0,0.0,0.0,0.0
5041,32507,1219.04,-81.2,449.14,-100.08,1.0339,1464.6,1,1220.5,514.19,0,0,0,0,0,0,0,0,0,0,1220.5,0.0,0.0,0.0,0.0
5042,32511,0.0,0.0,11.65,-3.05,1.04,30.0,0,25.0,5.19,0,0,0,0,0,0,0,0,0,0,25.0,0.0,0.0,0.0,0.0
5043,32515,247.24,42.9,115.35,-30.2,1.0475,297.04,1,247.53,48.13,0,0,0,0,0,0,0,0,0,0,247.5333,0.0,0.0,0.0,0.0
5044,32516,247.24,63.93,115.35,-30.2,1.0509,297.04,1,247.53,57.92,0,0,0,0,0,0,0,0,0,0,247.5333,0.0,0.0,0.0,0.0
5045,32517,247.24,63.93,115.35,-30.2,1.0509,297.04,1,247.53,116.25,0,0,0,0,0,0,0,0,0,0,247.5333,0.0,0.0,0.0,0.0
5046,32518,247.24,37.67,115.35,-30.2,1.0475,297.04,1,247.53,42.66,0,0,0,0,0,0,0,0,0,0,247.5333,0.0,0.0,0.0,0.0
5047,32519,247.24,63.93,115.35,-30.2,1.0513,297.04,1,247.53,75.0,0,0,0,0,0,0,0,0,0,0,247.5333,0.0,0.0,0.0,0.0
5048,32520,219.68,36.24,115.35,-30.2,1.0475,297.04,1,247.53,109.75,0,0,0,0,0,0,0,0,0,0,247.5333,0.0,0.0,0.0,0.0
5049,32523,15.78,0.0,0.0,0.0,1.04,18.96,1,15.8,4.32,0,0,0,0,0,0,0,0,0,0,15.8,0.0,0.0,0.0,0.0
5050,33945,292.65,-29.61,136.54,-35.75,1.0277,351.6,1,293.0,77.45,0,0,0,0,0,0,0,0,0,0,293.0,0.0,0.0,0.0,0.0
5051,33946,292.65,-29.61,136.54,-35.75,1.0245,351.6,1,293.0,98.35,0,0,0,0,0,0,0,0,0,0,293.0,0.0,0.0,0.0,0.0
5052,33949,0.0,0.0,30.54,-6.66,1.04,72.0,0,60.0,6.64,0,0,0,0,0,0,0,0,0,0,60.0,0.0,0.0,0.0,0.0
5053,33949,0.0,0.0,30.54,-6.66,1.04,72.0,0,60.0,18.34,0,0,0,0,0,0,0,0,0,0,60.0,0.0,0.0,0.0,0.0
5054,33952,0.0,0.0,237.38,-62.15,1.0416,611.28,0,509.4,229.95,0,0,0,0,0,0,0,0,0,0,509.4,0.0,0.0,0.0,0.0
5055,33956,198.76,-22.09,101.29,-22.09,1.051,238.8,1,199.0,56.84,0,0,0,0,0,0,0,0,0,0,199.0,0.0,0.0,0.0,0.0
5056,33957,198.76,-22.09,101.29,-22.09,1.051,238.8,1,199.0,58.36,0,0,0,0,0,0,0,0,0,0,199.0,0.0,0.0,0.0,0.0
5057,33958,198.76,-20.47,101.29,-22.09,1.0523,238.8,1,199.0,30.6,0,0,0,0,0,0,0,0,0,0,199.0,0.0,0.0,0.0,0.0
5058,33959,198.76,-20.47,101.29,-22.09,1.0541,238.8,1,199.0,88.67,0,0,0,0,0,0,0,0,0,0,199.0,0.0,0.0,0.0,0.0
5059,33960,198.76,-20.47,101.29,-22.09,1.0512,238.8,1,199.0,49.74,0,0,0,0,0,0,0,0,0,0,199.0,0.0,0.0,0.0,0.0
5060,33961,198.76,-20.47,101.29,-22.09,1.0527,238.8,1,199.0,82.58,0,0,0,0,0,0,0,0,0,0,199.0,0.0,0.0,0.0,0.0
5061,33966,175.62,-9.27,89.5,-19.52,1.0361,211.0,1,175.83,41.14,0,0,0,0,0,0,0,0,0,0,175.8333,0.0,0.0,0.0,0.0
5062,33967,175.62,-19.52,89.5,-19.52,1.0315,211.0,1,175.83,82.58,0,0,0,0,0,0,0,0,0,0,175.8333,0.0,0.0,0.0,0.0
5063,33968,175.62,-14.68,89.5,-19.52,1.0335,211.0,1,175.83,30.3,0,0,0,0,0,0,0,0,0,0,175.8333,0.0,0.0,0.0,0.0
5064,33969,175.62,-9.27,89.5,-19.52,1.0323,211.0,1,175.83,53.28,0,0,0,0,0,0,0,0,0,0,175.8333,0.0,0.0,0.0,0.0
5065,33970,175.62,-13.49,89.5,-19.52,1.0315,211.0,1,175.83,77.96,0,0,0,0,0,0,0,0,0,0,175.8333,0.0,0.0,0.0,0.0
5066,33971,175.62,-16.67,89.5,-19.52,1.0335,211.0,1,175.83,63.48,0,0,0,0,0,0,0,0,0,0,175.8333,0.0,0.0,0.0,0.0
5067,33975,9.39,3.61,3.61,-0.46,1.04,11.28,1,9.4,3.64,0,0,0,0,0,0,0,0,0,0,9.4,0.0,0.0,0.0,0.0
5068,33976,9.39,3.61,3.61,-0.46,1.0425,11.28,1,9.4,3.67,0,0,0,0,0,0,0,0,0,0,9.4,0.0,0.0,0.0,0.0
5069,33976,9.39,3.61,3.61,-0.46,1.0425,11.28,1,9.4,3.29,0,0,0,0,0,0,0,0,0,0,9.4,0.0,0.0,0.0,0.0
5070,33980,163.24,9.98,83.19,-18.14,1.0495,196.12,1,163.43,79.91,0,0,0,0,0,0,0,0,0,0,163.4333,0.0,0.0,0.0,0.0
5071,33981,163.24,10.02,83.19,-18.14,1.0497,196.12,1,163.43,40.68,0,0,0,0,0,0,0,0,0,0,163.4333,0.0,0.0,0.0,0.0
5072,33982,163.24,8.82,83.19,-18.14,1.0495,196.12,1,163.43,55.92,0,0,0,0,0,0,0,0,0,0,163.4333,0.0,0.0,0.0,0.0
5073,33983,163.24,10.02,83.19,-18.14,1.0496,196.12,1,163.43,52.74,0,0,0,0,0,0,0,0,0,0,163.4333,0.0,0.0,0.0,0.0
5074,33984,163.24,9.86,83.19,-18.14,1.0495,196.12,1,163.43,37.97,0,0,0,0,0,0,0,0,0,0,163.4333,0.0,0.0,0.0,0.0
5075,33985,163.24,9.85,83.19,-18.14,1.0495,196.12,1,163.43,64.65,0,0,0,0,0,0,0,0,0,0,163.4333,0.0,0.0,0.0,0.0
5076,33988,0.0,0.0,9.16,-2.0,1.04,21.6,0,18.0,2.35,0,0,0,0,0,0,0,0,0,0,18.0,0.0,0.0,0.0,0.0
5077,33990,94.19,24.67,43.94,-11.5,1.037,113.16,1,94.3,17.13,0,0,0,0,0,0,0,0,0,0,94.3,0.0,0.0,0.0,0.0
5078,33990,94.19,24.67,43.94,-11.5,1.037,113.16,1,94.3,27.89,0,0,0,0,0,0,0,0,0,0,94.3,0.0,0.0,0.0,0.0
5079,33996,214.61,100.13,100.13,-26.21,1.0072,257.84,1,214.87,23.8,0,0,0,0,0,0,0,0,0,0,214.8667,0.0,0.0,0.0,0.0
5080,33997,214.61,94.03,100.13,-26.21,1.0045,257.84,1,214.87,42.22,0,0,0,0,0,0,0,0,0,0,214.8667,0.0,0.0,0.0,0.0
5081,33998,214.61,100.13,100.13,-26.21,1.0045,257.84,1,214.87,106.96,0,0,0,0,0,0,0,0,0,0,214.8667,0.0,0.0,0.0,0.0
5082,34003,215.71,-27.46,187.39,-49.06,1.0332,482.55,1,402.12,169.7,0,0,0,0,0,0,0,0,0,0,402.125,0.0,0.0,0.0,0.0
5083,34004,203.83,-27.46,187.39,-49.06,1.0315,482.55,1,402.12,72.43,0,0,0,0,0,0,0,0,0,0,402.125,0.0,0.0,0.0,0.0
5084,34005,261.65,-27.46,187.39,-49.06,1.0298,482.55,1,402.12,52.13,0,0,0,0,0,0,0,0,0,0,402.125,0.0,0.0,0.0,0.0
5085,34006,213.62,-27.46,187.39,-49.06,1.0331,482.55,1,402.12,88.74,0,0,0,0,0,0,0,0,0,0,402.125,0.0,0.0,0.0,0.0
5086,34014,262.19,17.8,122.33,-32.03,1.0457,315.0,1,262.5,41.47,0,0,0,0,0,0,0,0,0,0,262.5,0.0,0.0,0.0,0.0
5087,34015,262.19,17.8,122.33,-32.03,1.0464,315.0,1,262.5,85.62,0,0,0,0,0,0,0,0,0,0,262.5,0.0,0.0,0.0,0.0
5088,34016,235.82,17.8,122.33,-32.03,1.0471,315.0,1,262.5,130.69,0,0,0,0,0,0,0,0,0,0,262.5,0.0,0.0,0.0,0.0
5089,34017,262.19,17.8,122.33,-32.03,1.0468,315.0,1,262.5,110.64,0,0,0,0,0,0,0,0,0,0,262.5,0.0,0.0,0.0,0.0
5090,34018,262.19,11.25,122.33,-32.03,1.045,315.0,1,262.5,100.52,0,0,0,0,0,0,0,0,0,0,262.5,0.0,0.0,0.0,0.0
5091,34019,262.19,11.75,122.33,-32.03,1.045,315.0,1,262.5,93.75,0,0,0,0,0,0,0,0,0,0,262.5,0.0,0.0,0.0,0.0
5092,34024,229.73,50.77,117.07,-25.53,1.0585,276.0,1,230.0,23.06,0,0,0,0,0,0,0,0,0,0,230.0,0.0,0.0,0.0,0.0
5093,34025,229.73,47.18,117.07,-25.53,1.0585,276.0,1,230.0,26.88,0,0,0,0,0,0,0,0,0,0,230.0,0.0,0.0,0.0,0.0
5094,34026,229.73,74.73,117.07,-25.53,1.0585,276.0,1,230.0,109.98,0,0,0,0,0,0,0,0,0,0,230.0,0.0,0.0,0.0,0.0
5095,34027,229.73,49.46,117.07,-25.53,1.0558,276.0,1,230.0,91.7,0,0,0,0,0,0,0,0,0,0,230.0,0.0,0.0,0.0,0.0
5096,34028,229.73,49.46,117.07,-25.53,1.0587,276.0,1,230.0,112.45,0,0,0,0,0,0,0,0,0,0,230.0,0.0,0.0,0.0,0.0
5097,34035,114.53,0.56,58.37,-12.73,1.0045,137.6,1,114.67,25.9,0,0,0,0,0,0,0,0,0,0,114.6667,0.0,0.0,0.0,0.0
5098,34036,114.53,34.29,58.37,-12.73,1.0142,137.6,1,114.67,35.54,0,0,0,0,0,0,0,0,0,0,114.6667,0.0,0.0,0.0,0.0
5099,34037,114.53,0.97,58.37,-12.73,1.0045,137.6,1,114.67,20.06,0,0,0,0,0,0,0,0,0,0,114.6667,0.0,0.0,0.0,0.0
5100,34038,114.53,0.05,58.37,-12.73,1.0045,137.6,1,114.67,11.77,0,0,0,0,0,0,0,0,0,0,114.6667,0.0,0.0,0.0,0.0
5101,34039,114.53,0.75,58.37,-12.73,1.0045,137.6,1,114.67,27.52,0,0,0,0,0,0,0,0,0,0,114.6667,0.0,0.0,0.0,0.0
5102,34040,114.53,1.26,58.37,-12.73,1.0045,137.6,1,114.67,23.0,0,0,0,0,0,0,0,0,0,0,114.6667,0.0,0.0,0.0,0.0
5103,34046,200.43,36.17,93.51,-24.48,1.044,240.8,1,200.67,83.98,0,0,0,0,0,0,0,0,0,0,200.6667,0.0,0.0,0.0,0.0
5104,34047,200.43,59.72,93.51,-24.48,1.0395,240.8,1,200.67,21.18,0,0,0,0,0,0,0,0,0,0,200.6667,0.0,0.0,0.0,0.0
5105,34048,200.43,68.35,93.51,-24.48,1.0395,240.8,1,200.67,36.37,0,0,0,0,0,0,0,0,0,0,200.6667,0.0,0.0,0.0,0.0
5106,34051,0.7,0.27,0.27,-0.03,1.04,0.84,1,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0
5107,34052,0.7,0.27,0.27,-0.03,1.04,0.84,1,0.7,0.35,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0
5108,34053,0.7,0.27,0.27,-0.03,1.04,0.84,1,0.7,0.17,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0
5109,34059,252.07,45.91,117.6,-30.79,1.054,302.84,1,252.37,125.61,0,0,0,0,0,0,0,0,0,0,252.3667,0.0,0.0,0.0,0.0
5110,34060,252.07,53.12,117.6,-30.79,1.0531,302.84,1,252.37,120.32,0,0,0,0,0,0,0,0,0,0,252.3667,0.0,0.0,0.0,0.0
5111,34061,252.07,53.12,117.6,-30.79,1.0557,302.84,1,252.37,54.92,0,0,0,0,0,0,0,0,0,0,252.3667,0.0,0.0,0.0,0.0
5112,34065,32.46,-0.54,12.48,-1.59,1.034,39.0,1,32.5,7.22,0,0,0,0,0,0,0,0,0,0,32.5,0.0,0.0,0.0,0.0
5113,34065,32.46,-0.54,12.48,-1.59,1.034,39.0,1,32.5,11.8,0,0,0,0,0,0,0,0,0,0,32.5,0.0,0.0,0.0,0.0
5114,34066,0.0,0.0,12.48,-1.59,1.04,39.0,0,32.5,12.27,0,0,0,0,0,0,0,0,0,0,32.5,0.0,0.0,0.0,0.0
5115,34066,0.0,0.0,12.48,-1.59,1.04,39.0,0,32.5,4.09,0,0,0,0,0,0,0,0,0,0,32.5,0.0,0.0,0.0,0.0
5116,34069,0.0,0.0,44.74,-11.71,1.04,115.2,0,96.0,35.02,0,0,0,0,0,0,0,0,0,0,96.0,0.0,0.0,0.0,0.0
5117,34072,0.0,0.0,311.89,-81.65,1.0387,803.16,0,669.3,282.68,0,0,0,0,0,0,0,0,0,0,669.3,0.0,0.0,0.0,0.0
5118,34075,0.0,0.0,13.59,-2.96,1.04,32.04,0,26.7,13.11,0,0,0,0,0,0,0,0,0,0,26.7,0.0,0.0,0.0,0.0
5119,34079,281.66,208.85,326.22,-85.41,1.0008,840.06,1,700.05,178.11,0,0,0,0,0,0,0,0,0,0,700.05,0.0,0.0,0.0,0.0
5120,34080,272.49,208.85,326.22,-85.41,1.0023,840.06,1,700.05,272.48,0,0,0,0,0,0,0,0,0,0,700.05,0.0,0.0,0.0,0.0
5121,34087,43.67,16.79,16.79,-2.14,1.0515,52.46,1,43.72,12.06,0,0,0,0,0,0,0,0,0,0,43.72,0.0,0.0,0.0,0.0
5122,34087,0.0,0.0,16.79,-2.14,1.0515,52.46,0,43.72,12.72,0,0,0,0,0,0,0,0,0,0,43.72,0.0,0.0,0.0,0.0
5123,34088,43.67,13.17,16.79,-2.14,1.0545,52.46,1,43.72,18.56,0,0,0,0,0,0,0,0,0,0,43.72,0.0,0.0,0.0,0.0
5124,34088,43.67,13.17,16.79,-2.14,1.0545,52.46,1,43.72,12.62,0,0,0,0,0,0,0,0,0,0,43.72,0.0,0.0,0.0,0.0
5125,34089,43.67,16.79,16.79,-2.14,1.0515,52.46,1,43.72,17.4,0,0,0,0,0,0,0,0,0,0,43.72,0.0,0.0,0.0,0.0
5126,34093,0.0,0.0,38.45,-8.38,1.04,90.64,0,75.53,26.11,0,0,0,0,0,0,0,0,0,0,75.5333,0.0,0.0,0.0,0.0
5127,34094,0.0,0.0,38.45,-8.38,1.04,90.64,0,75.53,28.13,0,0,0,0,0,0,0,0,0,0,75.5333,0.0,0.0,0.0,0.0
5128,34095,0.0,0.0,38.45,-8.38,1.04,90.64,0,75.53,19.59,0,0,0,0,0,0,0,0,0,0,75.5333,0.0,0.0,0.0,0.0
5129,34099,0.0,0.0,10.54,-2.3,1.04,24.84,0,20.7,10.04,0,0,0,0,0,0,0,0,0,0,20.7,0.0,0.0,0.0,0.0
5130,34100,0.0,0.0,10.54,-2.3,1.04,24.84,0,20.7,2.26,0,0,0,0,0,0,0,0,0,0,20.7,0.0,0.0,0.0,0.0
5131,34103,0.0,0.0,25.16,-6.59,1.04,64.8,0,54.0,26.59,0,0,0,0,0,0,0,0,0,0,54.0,0.0,0.0,0.0,0.0
5132,34103,0.0,0.0,25.16,-6.59,1.04,64.8,0,54.0,22.35,0,0,0,0,0,0,0,0,0,0,54.0,0.0,0.0,0.0,0.0
